VIN,Year,Make,Model,Trim,Price,Miles
3VVER7RMXTM045329,2026,Volkswagen,Tiguan,SE,33506,12
4JGFB4FB3TB657013,2026,Mercedes-Benz,GLE,GLE350,81082,6
5XYRLDJC0TG459901,2026,Kia,Sorento,S,37265,7
KL4CJASB7JB545398,2018,Buick,Encore,Preferred,null,108257
1GNERGKS2TJ339190,2026,Chevrolet,Traverse,LT,38995,10
1FMWK8GC7TGA90886,2026,Ford,Explorer,ST,58835,null
1FMCU0MN9TUA45647,2026,Ford,Escape,ST-Line,29105,12
5N1DR3BE9TC238767,2026,Nissan,Pathfinder,SV,46375,null
W1NKM4HB5TF596131,2026,Mercedes-Benz,GLC,Base,63220,6
4S4WMAGD5T3422731,2026,Subaru,Ascent,Limited,50473,4
1FTFW5L58TFB16982,2026,Ford,F-150,Lariat,65357,0
4S4BTAPC5P3174737,2023,Subaru,Outback,Touring,32270,16101
1C4RJXP66SW577722,2025,Jeep,Wrangler 4xe,Sahara 4XE,32988,15691
2FMPK4J92PBA22213,2023,Ford,Edge,SEL,28611,22786
JTDBT923471046527,2007,Toyota,Yaris,Base,4858,103306
JF2BUPDD3TY527931,2026,Subaru,Outback,Limited,null,5
2T2BAMCA2TC148366,2026,Lexus,RX,350,58811,0
3VW7W7BU4TM023396,2026,Volkswagen,Jetta,SE,28442,10
4S4WMAGD5T3422826,2026,Subaru,Ascent,Limited,50140,6
3VV4C7B25TM026449,2026,Volkswagen,Taos,SEL,35733,6
W1KMJ4HB4TF121231,2026,Mercedes-Benz,CLE,CLE 300,67078,7
W1KAF4HB0TR319551,2026,Mercedes-Benz,C-Class Sedan,C 300,54248,5
5XYRH4JF1TG446604,2026,Kia,Sorento,EX,37915,12
1FTFW1E82PFC21619,2023,Ford,F-150,XLT,32266,65735
WA15AAFY3P2031533,2023,Audi,Q5 Sportback,Premium Plus,35999,31852
2C4RC1BG6PR624528,2023,Chrysler,Pacifica,Touring L,22205,66156
2T36CRAV1TW23H763,2026,Toyota,RAV4,XLE,42629,null
1FDXE4FN7VDD01385,2027,Ford,E-Series Cutaway,Base,59003,12
1V2BN2CA4TC565024,2026,Volkswagen,Atlas,SEL,47273,10
2T2AGCEZ2TC23A402,2026,Lexus,NX,350,49958,null
5NMJACDE5TH727633,2026,Hyundai,Tucson,SE,28790,10
2HGFE2F54TH578923,2026,Honda,Civic,Sport,28302,0
3FTTW8J35TRA02057,2026,Ford,Maverick,XLT,35490,74
1FMSK8DH0RGA01621,2024,Ford,Explorer,XLT,38788,3008
3FMTK4SX9SMA05296,2025,Ford,Mustang Mach-E,GT AWD,43900,8953
3CZRZ2H70TM749421,2026,Honda,HR-V,EX-L,32127,2355
3GCNAAEK2PG176783,2023,Chevrolet,Silverado 1500,Work Truck,16429,133043
KL77LHEP7TC156627,2026,Chevrolet,Trax,LT,25855,0
SALEJ7EX7T2605751,2026,Land Rover,Defender,S,77046,8
KMHL34JJ4TA140856,2026,Hyundai,Sonata Hybrid,SEL,32360,51
1HGCY1F43TA008406,2026,Honda,Accord,SE,32757,1716
7MMVAADW1TN166901,2026,Mazda,CX-50,Premium,37867,5
1FMUK8KH7TGA33291,2026,Ford,Explorer,ST-LINE,50588,3000
KMHL24JA7TA570769,2026,Hyundai,Sonata,SE,25953,18
1FTEW1EPXPKF60526,2023,Ford,F-150,XLT,39990,40253
5XYPH4A57KG461749,2019,Kia,Sorento,EX,12524,89886
1G1ZD5ST0MF071582,2021,Chevrolet,Malibu,LT,21294,56994
5NMJBCAE6PH271987,2023,Hyundai,Tucson,SEL,22601,50798
KMHRB8A35TU465987,2026,Hyundai,Venue,SE,22396,11
JN8AZ3CC3T9623313,2026,INFINITI,QX80,Autograph,99323,10
3CZRZ2H54VM705794,2027,Honda,HR-V,Sport,32182,2
5GAEVAKS5TJ350011,2026,Buick,Enclave,Preferred,54560,0
4S4SLSR75T3073682,2026,Subaru,Forester,Limited,41096,95
3FMCR9DA1SRF72834,2025,Ford,Bronco Sport,Badlands,39098,10
3VWBW7BU1TM033751,2026,Volkswagen,Jetta,Sport,24932,10
4S3BWGN6XL3031532,2020,Subaru,Legacy,Limited,18505,82785
1FT8W3DM4TED23703,2026,Ford,F-350 Super Duty,Lariat,83621,13
5NMJB3DE9TH688767,2026,Hyundai,Tucson,SEL,29700,16
1GCUKEED0TZ376332,2026,Chevrolet,Silverado 1500,RST,65552,null
KL79MMSP4TB175788,2026,Chevrolet,Trailblazer,LS,23906,2
1FM5K8AB8TGB62948,2026,Ford,Explorer,Utility Police Interceptor,51177,3
3TMLB5JN4TM273331,2026,Toyota,Tacoma,TRD Sport,52511,null
5TDACAB5XTS19G769,2026,Toyota,Grand Highlander,XLE,49403,null
7FARS6H87TE127014,2026,Honda,CR-V,Sport-L,40427,5
4T1DBADKXSU526852,2025,Toyota,Camry,SE,29775,44984
KM8SRDHF5GU157567,2016,Hyundai,Santa Fe,SE,10913,118350
YV4M12RM7T1409303,2026,Volvo,XC60,Ultra,62965,null
3VV4C7B23TM028992,2026,Volkswagen,Taos,SEL,35296,6
1FMDE8BH3TLA75021,2026,Ford,Bronco 4-Door,Outer Banks,52115,10
1FTBF2AA7TED02483,2026,Ford,F-250 Super Duty,XL,43926,11
KL77LHEP6TC096887,2026,Chevrolet,Trax,LT,27495,5
1FA6P8CF5R5422601,2024,Ford,Mustang,GT Premium,49338,7530
5N1DR3DKXTC240689,2026,Nissan,Pathfinder,Platinum,48499,3
1FD9W4HN5TEE08851,2026,Ford,F-450 Super Duty Chassis Cab,XL,67444,null
1FMWK8GC1TGA87921,2026,Ford,Explorer,ST,59038,5
1FTER4HP4SLE66603,2025,Ford,Ranger,XLT,42380,7
JTEVA5BR5T5124912,2026,Toyota,4Runner,SR5,43966,null
KNDPVDDG0T7358855,2026,Kia,Sportage,EX Hybrid,34812,11
5J6RS4H74TL007766,2026,Honda,CR-V,EX-L,39217,0
5UX53GP07T9452599,2026,BMW,X3,30,58102,4
3MVDMBCL1TM147046,2026,Mazda,CX-30,Carbon Edition,32313,6
1FMEE4DP0TLA57268,2026,Ford,Bronco 4-Door,Heritage Editon,56234,9
JTEEP21A160167590,2006,Toyota,Highlander,Sport,null,194959
WBA33EJ08PCL76967,2023,BMW,7 Series,760i,70367,22504
3FTTW8B32TRA84828,2026,Ford,Maverick,XL,30740,null
5J8YE1H46TL029475,2026,Acura,MDX,Technology Package,61450,10
KNAG64J73T5491488,2026,Kia,K5,GT-Line,33069,8
5XYRHDJFXTG463143,2026,Kia,Sorento,X-Line EX,42408,11
1C4PJXEG9TW306142,2026,Jeep,Wrangler 4-Door,Sahara,57680,0
KNDNB5K31T6609409,2026,Kia,Carnival,LXS,38253,12
JN8BT3DD7TW304821,2026,Nissan,Rogue,Platinum,40566,14
5XYRG4JCXTG461353,2026,Kia,Sorento,LX,31900,5
1C6SRFJT3NN105983,2022,RAM,Ram 1500,Laramie,47542,8458
5N1DR3CC8PC253926,2023,Nissan,Pathfinder,SL,30016,52945
1FAGP8UH0T5116675,2026,Ford,Mustang,EcoBoost Premium,44860,12
3HDSA2H53TM703688,2026,Acura,ADX,A-Spec Package,41650,10
3CZRZ2H70VM701050,2027,Honda,HR-V,EX-L,33855,5
WBA23LA04TFX01767,2026,BMW,3 Series,330i,57768,0
WP1AN2AY2TDA20204,2026,Porsche,Cayenne,S E-Hybrid,142300,27
1FT7X2BN4TEC88353,2026,Ford,F-250 Super Duty,XL,55841,8
WA1ABCFJ5T1067119,2026,Audi,Q3,Base,49447,0
5XYRLDJCXRG303549,2024,Kia,Sorento,S,31773,21318
JF2SKAEC0PH465712,2023,Subaru,Forester,Premium,28311,27076
1G1ZD5ST4RF136036,2024,Chevrolet,Malibu,1LT,18755,67059
1FMUK8JH0TGB68016,2026,Ford,Explorer,Tremor,50160,null
KNDNB5KA2T6154584,2026,Kia,Carnival,LXS,38906,null
JTJHKCFZ9T2094826,2026,Lexus,NX PHEV,450h+,68483,null
1V2WSPE84TC004159,2026,Volkswagen,ID.4,PRO S,54520,6
1C4RJHAR1TC192659,2026,Jeep,Grand Cherokee,Laredo,41220,15
1C4JJXP69PW580764,2023,Jeep,Wrangler 4xe,Sahara 4XE,29278,23954
1FMSK8DH3MGA38378,2021,Ford,Explorer,XLT,25950,64176
2T3P1RFV4PW391260,2023,Toyota,RAV4,XLE,27790,60258
19XFL2H87SE024779,2025,Honda,Civic Hatchback,Sport,28366,17145
5J8YE1H89TL022796,2026,Acura,MDX,Advance Package,68950,10
2T36CRAV4TW044101,2026,Toyota,RAV4,XLE,43534,0
1HGCY1F45TA000565,2026,Honda,Accord,SE,30879,4
KM8RNES29TU109330,2026,Hyundai,Palisade,SEL Premium,48579,13
1FTBR1C81TKA78544,2026,Ford,Transit Van,Base,50769,10
1GC400EL2TU405326,2026,Chevrolet,Silverado EV,LT,87318,3
KMHLN4DJ5SU177157,2025,Hyundai,Elantra,Limited,25919,3584
1C4PJXDN8TW152667,2026,Jeep,Wrangler 4-Door,Willys,49089,7
3C4NJDBNXTT208431,2026,Jeep,Compass,Altitude,32350,12
KNDNC5KAXT6172697,2026,Kia,Carnival,EX,40482,null
5TDKDRBH0TS609336,2026,Toyota,Highlander,Platinum,60789,0
KM8JEDD1XTU467662,2026,Hyundai,Tucson,Limited,40430,10
JF2GUSND1T8251255,2026,Subaru,Crosstrek,Limited,37457,1
JA4J4VAB7TZ024442,2026,Mitsubishi,Outlander,SE,36363,2
3C4NJDDB9KT639036,2019,Jeep,Compass,Trailhawk,14375,104938
SALRJ2FX4S2503096,2025,Land Rover,Discovery,S,50130,17082
1C4PJMCB5KD245145,2019,Jeep,Cherokee,Latitude,11410,101067
1GNEVKKW2NJ160183,2022,Chevrolet,Traverse,Premier,35411,40346
1FA6P8TH0R5107626,2024,Ford,Mustang,EcoBoost,28408,44574
KNDNE5KA0T6149651,2026,Kia,Carnival,SX Prestige,54950,16
1FTEW2L59TFA76177,2026,Ford,F-150,STX,56305,5
1FMUK8HH7TGA33055,2026,Ford,Explorer,Platinum,52866,70
KL47LBEP5TB149370,2026,Buick,Envista,Sport Touring,27113,2000
W1NWH5AB1TX084737,2026,Mercedes-Benz,G-Class,Mercedes-AMG,222245,6
1FDWE3FN4TDD26201,2026,Ford,E-Series Cutaway,Base,64658,0
4JGFF5KE7TB525687,2026,Mercedes-Benz,GLS,Base,82875,5936
KM8RNES29TU095980,2026,Hyundai,Palisade,SEL Premium,49220,10
1N4BL4CV6TN335260,2026,Nissan,Altima,SR,31290,11
1V2FC2CA3TC209154,2026,Volkswagen,Atlas Cross Sport,SEL Premium R-LINE,51610,6
5NMMBDTB8TH061455,2026,GENESIS,GV70,Advanced,58030,18
4S4SLDB62T3052799,2026,Subaru,Forester,Premium,35671,null
5TDADAB59TS029067,2026,Toyota,Grand Highlander,Platinum,67075,0
1FMUK8KH1TGA59787,2026,Ford,Explorer,ST-LINE,51497,null
5N1DR3BE3TC200631,2026,Nissan,Pathfinder,SV,38561,1
1HGCY2F53SA068439,2025,Honda,Accord,Hybrid Sport,30376,2420
JF2SJADCXFH490815,2015,Subaru,Forester,i Premium,11036,112827
SADF12GXXM1025336,2021,Jaguar,E-Pace,300 Sport,26913,35097
4T1DBADK2TU060061,2026,Toyota,Camry,XLE,38452,null
3VVBR7RM5TM032247,2026,Volkswagen,Tiguan,S,31208,6
JTEVA5BR8T5116822,2026,Toyota,4Runner,TRD Off-Road Premium,58841,0
4S4SLDH61T3087325,2026,Subaru,Forester,Sport,36099,null
5FNYF9H34TB039068,2026,Honda,Passport,RTL Blackout,46215,3
WP1AA2AY2TDA01518,2026,Porsche,Cayenne,Base,112813,5
1GB3KSEYXSF304989,2025,Chevrolet,Silverado 3500HD,Work Truck,77890,2
JTEBU5JR0G5393496,2016,Toyota,4Runner,Limited,23866,144712
3C6SRFFP8T4166250,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,54595,0
5N1DR3DK6TC235683,2026,Nissan,Pathfinder,Platinum,48499,3
YV4L12UC0T2776984,2026,Volvo,XC40,Plus,49260,null
3VVGR7RM3TM066659,2026,Volkswagen,Tiguan,SE R-LINE BLACK,37354,15
4T1DBADK0TU19H097,2026,Toyota,Camry,LE,32528,0
5FNRL6H61TB057422,2026,Honda,Odyssey,EX-L,42049,5
KNDPUDDG0T7366683,2026,Kia,Sportage,S Hybrid,33005,5
5TFLA5DB1NX005919,2022,Toyota,Tundra,SR5,40390,49854
WAUGUDGY5TA065668,2026,Audi,A3,Premium,41828,13
YV4M12RM4T1424356,2026,Volvo,XC60,Ultra,62365,null
KMHL54JC9TA586075,2026,Hyundai,Sonata,N Line,37925,null
4S4BTAPC2L3254653,2020,Subaru,Outback,Touring,23790,74601
1FMWK8GC5SGB74168,2025,Ford,Explorer,ST,52990,17208
KL4MMDSL3MB160754,2021,Buick,Encore GX,Select,19995,38174
1GC4KME75SF205841,2025,Chevrolet,Silverado 2500HD,Custom,56234,4197
5J8TC1H67KL008067,2019,Acura,RDX,A-Spec Package,27412,45310
3VV8C7B29SM077002,2025,Volkswagen,Taos,S,25289,7467
5TFNA5EC3TX053273,2026,Toyota,Tundra,Platinum,null,7450
1G1ZF5SX4GF187207,2016,Chevrolet,Malibu,2LT,null,148643
KM8RMESA8TU060695,2026,Hyundai,Palisade,Calligraphy,59555,15
4T1DAACK4TU19B145,2026,Toyota,Camry,SE,34149,0
KMHLM4DG7TU211382,2026,Hyundai,Elantra,SEL Sport,23411,10
W1KLH6FB8TA197859,2026,Mercedes-Benz,E-Class,E450 All-Terrain,88452,12
JTM6CRAVXTJ008279,2026,Toyota,RAV4,XSE,44669,null
5NMP5DGL2TH182392,2026,Hyundai,Santa Fe,Calligraphy,50621,14
KMHL64JA6PA325889,2023,Hyundai,Sonata,SEL,23788,15631
5NMJBCDE4RH299608,2024,Hyundai,Tucson,SEL,20371,64101
5FNYF6H29NB062449,2022,Honda,Pilot,SE,30096,40684
WMW53GD09S2W37814,2025,MINI,Hardtop 4 Door,S,32614,2514
7YAMYFS51TY009469,2026,Hyundai,IONIQ 9,Performance Calligraphy,77972,311
3TMLB5JN5TM267263,2026,Toyota,Tacoma,SR5,44045,0
3GCUDHEL2PG122176,2023,Chevrolet,Silverado 1500,ZR2,50962,28815
3GNAXTEGXTL466668,2026,Chevrolet,Equinox,RS,37999,3
SADCT2EX6TA759888,2026,Jaguar,F-Pace,R-Dynamic S,67628,789
1FMUK8KH7TGB47372,2026,Ford,Explorer,ST-LINE,48951,0
5J8YE1H46TL030447,2026,Acura,MDX,Technology Package,61450,5
5NMJBCDE5TH707136,2026,Hyundai,Tucson,SEL,34371,10
2T36CRAV7TW22F682,2026,Toyota,RAV4,XSE,46861,0
19UDE4H61TA014315,2026,Acura,Integra,A-Spec with Tech Package,41095,11
3VW7W7BU3TM002040,2026,Volkswagen,Jetta,SE,26466,14
1V2AC2CA7TC209362,2026,Volkswagen,Atlas Cross Sport,SEL R-LINE,48446,10
3TMLB5JN4TM20C599,2026,Toyota,Tacoma,SR5,43659,0
W1KRJ8JB6SF004000,2025,Mercedes-Benz,AMG GT Coupe,63 PRO,299999,63
1GC4KNE77SF222677,2025,Chevrolet,Silverado 2500HD,LT,54278,33560
3GNCJLSB0LL250136,2020,Chevrolet,Trax,LT,14535,49045
1C4RDJDG8RC173785,2024,Dodge,Durango,GT,33500,34266
KMHLM4AG7PU610805,2023,Hyundai,Elantra,SEL,18470,51797
KMHL34JJ9PA070485,2023,Hyundai,Sonata Hybrid,SEL,21999,59211
5LMCJ2D94MUL28446,2021,Lincoln,Corsair,Reserve,22165,41565
KL77LJEP8TC163433,2026,Chevrolet,Trax,RS,27235,4
4JGFB4FB0TB657924,2026,Mercedes-Benz,GLE,GLE350,74477,8
KL77LJEP0TC126201,2026,Chevrolet,Trax,RS,26031,2
LRBFZSR47TD025569,2026,Buick,Envision,Avenir,49195,3
KL47LBEP7SB044991,2025,Buick,Envista,Sport Touring,26413,11835
WBAJB1C50JB374848,2018,BMW,5 Series,530e,15913,106198
1FMCU9G61MUA51517,2021,Ford,Escape,SE,17877,53145
3N8AP6DD2TL340990,2026,Nissan,KICKS,SR AWD,33146,3
3N8AP6CE7TL387233,2026,Nissan,KICKS,SV,27200,10
1FMWK8JC1TGB48399,2026,Ford,Explorer,Tremor,56711,10
3C6UR5CJ2TG305953,2026,RAM,Ram 2500 Pickup,Tradesman/Black Express,55962,0
5J6RS4H79TL007679,2026,Honda,CR-V,EX-L,39217,0
KM8HDCA3XTU417930,2026,Hyundai,Kona,SEL Premium,31830,12
1FTYE1Y86SKA58240,2025,Ford,Transit Van,Base,42868,97
1GNEVJKS0TJ199293,2026,Chevrolet,Traverse,Z71,50410,3
4JGFB4FB6TB562168,2026,Mercedes-Benz,GLE,GLE350,75477,6
5TDEBRCH1TS721676,2026,Toyota,Highlander,Platinum,58392,0
WP1AA2A5XTLB05430,2026,Porsche,Macan,T,78403,2534
1C4RJHCG5N8574405,2022,Jeep,Grand Cherokee,Trailhawk,33000,40255
5J8YD8H92NL000789,2022,Acura,MDX,Type S,39977,66051
SALRW4EU8T2521879,2026,Land Rover,Discovery,Tempest Edition,87506,22
5N1BT3BB4TC830754,2026,Nissan,Rogue,SV,null,10
YV4M12PJ4T1537099,2026,Volvo,XC90,Core,61445,0
1FTEW2LP5TKD99540,2026,Ford,F-150,STX,46895,null
5XYK6CDF3TG430420,2026,Kia,Sportage,X-Line,37831,null
2C3CDAMP1TR238680,2026,Dodge,Charger,Scat Pack,56211,21
1J4FA49S95P375879,2005,Jeep,Wrangler,Sport,13477,113471
JF2SJAWC0JH481532,2018,Subaru,Forester,Touring,19145,83502
KM8RLES26TU095876,2026,Hyundai,Palisade,SEL,45478,16
1C4RJHBG4S8790856,2025,Jeep,Grand Cherokee,Limited,47126,9
5XYPE5S16VG022878,2027,Kia,Telluride,S,44510,10
1N6ED1EK4SN611615,2025,Nissan,Frontier,PRO-4X,43231,23
2C3CDANP6TR249091,2026,Dodge,Charger,R/T Plus,60499,18
W1NKM4HB1TU125184,2026,Mercedes-Benz,GLC,Base,61212,10
3CZRZ2H75TM775450,2026,Honda,HR-V,EX-L,33712,10
4S4BTALC4P3192765,2023,Subaru,Outback,Onyx Edition,25410,71984
2T2BAMCA9TC148851,2026,Lexus,RX,350,66045,null
3GNAXKEG5TL441431,2026,Chevrolet,Equinox,ACTIV,36495,null
5UX33EX09V9471878,2027,BMW,X6,40i,88150,0
WAU5ACFUXTN007458,2026,Audi,A5,Premium Plus,55712,30
1N6ED1EK5TN654975,2026,Nissan,Frontier,PRO-4X,43787,null
JTHGZ1E26T5048368,2026,Lexus,IS,350 F SPORT,60382,0
KMHLM4DG0TU211207,2026,Hyundai,Elantra,SEL Sport,23411,13
3FMCR9BN3TRE91776,2026,Ford,Bronco Sport,Big Bend,36489,0
W1NKJ4HBXTF587532,2026,Mercedes-Benz,GLC Coupe,GLC 300,66628,8
3FMCR9CN8TRE19356,2026,Ford,Bronco Sport,Outer Banks,34759,0
5FNYG1H81TB019189,2026,Honda,Pilot,Elite,52249,5
5FNYG1H71TB001704,2026,Honda,Pilot,Touring,53795,6
5XYRKDJF1TG453392,2026,Kia,Sorento,X-Line SX Prestige,45800,5
1C4RJKAG9P8771788,2023,Jeep,Grand Cherokee L,Altitude,29370,54554
5NMP54GL3SH113614,2025,Hyundai,Santa Fe,Calligraphy,39413,11453
1C6RR7LG3RS148554,2024,RAM,Ram 1500 Classic,Warlock,29098,58732
1HGCV1F43KA149161,2019,Honda,Accord,EX,20904,47586
1FAGP8FF8S5122220,2025,Ford,Mustang,GT Premium,65368,3908
2FMHK6C82GBA01723,2016,Ford,Flex,SEL,13990,89411
JM3KJEHD7T1210434,2026,Mazda,CX-70,Premium Plus Package,52980,null
5N1AZ3DS9TC119266,2026,Nissan,Murano,Platinum,47758,3
W1Y5NDHY8TT616861,2026,Mercedes-Benz,Sprinter Cargo Van,Base,74646,6
4T1DAACK5TU19B980,2026,Toyota,Camry,XLE,34743,null
2T3F1RFV9PW360680,2023,Toyota,RAV4,LE,25790,47903
1GT49REY4NF277653,2022,GMC,Sierra 2500HD,Denali,60410,23373
1C4RDJEG4FC177665,2015,Dodge,Durango,Citadel,11985,174644
5NMP5DGL3TH174639,2026,Hyundai,Santa Fe,Calligraphy,49095,13
4JGFB4FB5TB627544,2026,Mercedes-Benz,GLE,GLE350,75777,8
5J8TC2H60TL012825,2026,Acura,RDX,A-Spec Package,52750,10
SALYL2EX4TA818298,2026,Land Rover,Range Rover Velar,Dynamic SE,76420,6082
5XYRHDJF9TG467393,2026,Kia,Sorento,EX,41973,10
W1NKM4HBXTF593970,2026,Mercedes-Benz,GLC,Base,56358,8
5J6RM4H91GL015390,2016,Honda,CR-V,Touring,21995,35346
5NMP3DGL6TH209132,2026,Hyundai,Santa Fe,XRT,42063,12
YV4M12RM9T1478851,2026,Volvo,XC60,Ultra,68660,null
5NMP3DG17TH117221,2026,Hyundai,Santa Fe,Limited,49708,19
1FTFW3L88TKD63070,2026,Ford,F-150,XLT,69654,14
5XYK6CDF3TG398231,2026,Kia,Sportage,X-Line,36135,11
KL4AMCSL9TB176386,2026,Buick,Encore GX,Preferred,26500,5
3C4NJDBN1TT152153,2026,Jeep,Compass,Altitude Special Edition,31955,null
4JGFB5KB1TB629724,2026,Mercedes-Benz,GLE,GLE450,81152,3
1GCPTEEK2T1237004,2026,Chevrolet,Colorado,Trail Boss,39878,4
KL77LJEP7TC138846,2026,Chevrolet,Trax,RS,28780,null
1GCZGHF70S1277086,2025,Chevrolet,Express Cargo,Work Van,50624,1
WU1ARBF19TD002965,2026,Audi,RS Q8,Base,151943,38
5N1BT3BB3TC837727,2026,Nissan,Rogue,Dark Armor,34993,0
19UUB2F55GA011351,2016,Acura,TLX,Technology Package,null,34295
5J8YE1H43TL027442,2026,Acura,MDX,Technology Package,60850,10
5J8YE1H8XTL028848,2026,Acura,MDX,Advance Package,68950,10
1V2KN2CA2TC574322,2026,Volkswagen,Atlas,SE w/Tech,43959,4
1FTBR1C88TKA43614,2026,Ford,Transit Van,Base,51132,0
5J8YE1H48TL036315,2026,Acura,MDX,Technology Package,60850,0
1GTUUGE89TZ347825,2026,GMC,Sierra 1500,Denali,64750,3
5J6RS4H76TL009339,2026,Honda,CR-V,EX-L,null,19
1C4RJHBRXTC191427,2026,Jeep,Grand Cherokee,Limited,40635,16
5XYK7CDF3SG274777,2025,Kia,Sportage,X-Pro Prestige,33719,5913
2T3W1RFV9SC330122,2025,Toyota,RAV4,XLE,29904,16817
1FMJK1J86TEA28199,2026,Ford,Expedition,Active,72403,5584
4S4SLDH62T3033788,2026,Subaru,Forester,Sport,null,4
3FTTW8JA6TRA30657,2026,Ford,Maverick,XLT,34132,5
3N8AP6BE1TL405209,2026,Nissan,KICKS,S,24755,10
W1NKM4HB8TF613245,2026,Mercedes-Benz,GLC,Base,59458,10
LRBFZSR42TD062013,2026,Buick,Envision,Avenir,49250,1
KMHLS4DG7TU147513,2026,Hyundai,Elantra,SEL,24186,13
1FTFW5L59TFA60664,2026,Ford,F-150,Lariat,68569,0
W1NKM4HB9TF492533,2026,Mercedes-Benz,GLC,Base,49411,5717
1V2KR2CA4RC533395,2024,Volkswagen,Atlas,SE w/Tech,31200,39420
4JGFF5KE9PA938433,2023,Mercedes-Benz,GLS,GLS450,63711,24464
2T2BBMCA6TC138260,2026,Lexus,RX Hybrid,350h,65559,null
3CZRZ2H78VM706349,2027,Honda,HR-V,EX-L,33400,3
5FNRL6H60TB051904,2026,Honda,Odyssey,EX-L,43207,0
3N8AP6DB0TL313480,2026,Nissan,KICKS,SR AWD,29198,10
5TFNC5DB8TX22C470,2026,Toyota,Tundra,Platinum,71879,null
5FNYF9H87TB070486,2026,Honda,Passport,TrailSport Elite,50254,2
5NMP5DG16TH100470,2026,Hyundai,Santa Fe,Calligraphy,52245,25
3FA6P0G71DR240954,2013,Ford,Fusion,S,8988,67312
3VWC57BU7KM117417,2019,Volkswagen,Jetta,S,14984,46187
3VVBR7RM3TM097856,2026,Volkswagen,Tiguan,S,31188,5
YV4H60JF8T1539479,2026,Volvo,XC90,Ultra,88120,null
19UDE4H3XTA008051,2026,Acura,Integra,A-Spec,37845,4
1HGCY2F68TA020624,2026,Honda,Accord,Hybrid EX-L,37157,3
KL77LHEPXTC120785,2026,Chevrolet,Trax,LT,25779,7
1C4RDJEG8GC416393,2016,Dodge,Durango,Anodized Platinum,19299,105195
W1NYC6BJ9RX514798,2024,Mercedes-Benz,G-Class,G550,140411,20094
5TDAAAB69TS071563,2026,Lexus,TX,Premium,63955,5
3VVVC7B28TM059983,2026,Volkswagen,Taos,SE,34641,10
5GAEVAKS1TJ290065,2026,Buick,Enclave,Preferred,46250,4
3VVGR7RMXTM096385,2026,Volkswagen,Tiguan,SE R-LINE BLACK,37733,15
3GNAXPEG4TL481027,2026,Chevrolet,Equinox,LT,30695,5
KL77LJEP5TC106302,2026,Chevrolet,Trax,RS,27310,10
5NPE24AF9HH501431,2017,Hyundai,Sonata,Base,12092,44360
1FT8W3BT1HEC84537,2017,Ford,F-350 Super Duty,Lariat,null,200864
5TDCSKFC8TS22C652,2026,Toyota,Sienna,Woodland Edition,55574,null
5J8YE1H86TL030130,2026,Acura,MDX,Advance Package,68950,10
WAU35CFU4TN020816,2026,Audi,S5,Prestige,82298,0
5FNYF9H5XTB068981,2026,Honda,Passport,TrailSport,47555,4
LRBFZSR47TD062458,2026,Buick,Envision,Avenir,50500,1
5XYK2CDF3TG435709,2026,Kia,Sportage,LX,32055,14
3GNAXSEG0TL467709,2026,Chevrolet,Equinox,ACTIV,36000,4
1FMWK8JC2TGA39675,2026,Ford,Explorer,Tremor,58694,105
1FTER4FH4MLD37257,2021,Ford,Ranger,Lariat,30137,71480
1FT8W3BM5TEE50933,2026,Ford,F-350 Super Duty,Platinum,107705,0
1FMJK1J85TEA28680,2026,Ford,Expedition,Active,77450,13
3FTCW8PA8TRA34331,2026,Ford,Maverick,Lobo Premium,43278,0
5TDEBRCH9TS23A387,2026,Toyota,Highlander,Platinum,56018,0
WBA33EJ0XSCV32435,2025,BMW,7 Series,760i,128283,5013
3N8AP6CB9TL399342,2026,Nissan,KICKS,SV AWD,28360,6
1FMCU9MN0TUA12881,2026,Ford,Escape,ST-Line,38515,6
7MMVABDM2SN382730,2025,Mazda,CX-50,Premium,30311,15308
SCBCG2ZG2RC017546,2024,Bentley,Continental GT,Edition 8,255390,1657
1GTUUDED4PZ150854,2023,GMC,Sierra 1500,SLT,47995,22889
5UX23EU05T9274350,2026,BMW,X5,40i,68000,1551
5NMP5DGLXTH213789,2026,Hyundai,Santa Fe,Calligraphy,50835,8
JTNC4MBE7T3268107,2026,Toyota,Corolla Hatchback,XSE,29503,0
5NMP5DGL0TH179054,2026,Hyundai,Santa Fe,Calligraphy,47272,2
3GTUUFEL4TG303861,2026,GMC,Sierra 1500,AT4X,78212,5
3TMLB5JN4TM19B717,2026,Toyota,Tacoma,TRD Off Road,50630,0
3C6UR5SL8KG716999,2019,RAM,Ram 2500 Pickup,Laramie Limited,null,87673
1C4SDJCTXPC603023,2023,Dodge,Durango,R/T,37830,68993
1FTEW1E4XKFB44189,2019,Ford,F-150,Platinum,22329,151507
3C4PJMB27TT256919,2026,Jeep,Cherokee,Limited,42084,0
3VVGR7RM8TM094554,2026,Volkswagen,Tiguan,SE R-LINE BLACK,37767,6
1V2HC2CA7TC229576,2026,Volkswagen,Atlas Cross Sport,SE w/Tech,47546,0
3VV5C7B28TM062530,2026,Volkswagen,Taos,S,25677,7
KL47LAEP6TB089643,2026,Buick,Envista,Preferred,26353,1
7MUCAABG9TV188325,2026,Toyota,Corolla Cross,LE,30020,0
WBX73EF0XS5162575,2025,BMW,X1,28i,44958,207
